date,mins,das,T04A1,T04A3,T04A4,T04B1,T04B2,T04C1,T04C3,T04C5,T04D4,T05A1,T05A2,T05A4,T05B4,T05B5,T05C2,T05C3,T05C5,T05D3,T05D5
2018-09-25 17:10:40,21190.666666666668,14.715740740740742,1.6083688160685001,0.6583182299137115,1.1260715484619142,0.9972724199295043,0.0346567765623331,1.334515447616577,0.28626113653182983,0.9722402906417846,0.8555025005340576,1.8183979320526122,1.7457836008071899,0.822685341835022,0.8743537485599517,1.259372444152832,1.946908465296997,2.2553499364852905,1.857860279083252,3.0233681254541556,1.2900953745841979
2018-09-25 17:40:44,21220.733333333334,14.736620370370371,0.405010232925415,0.3611521804332733,0.2899740242958069,1.3389227509498596,0.018239603862166397,0.42711507618427275,0.9551644354578194,0.4395750564336777,0.4138388746976852,0.5084398293495178,0.3092839765548706,0.4344052070379257,0.45940052568912504,0.6914850056171417,0.8715823614597321,2.2182358503341675,0.819211527109146,2.316103734970093,1.3779300355911255
2018-09-25 17:55:40,21235.666666666668,14.746990740740742,1.2710564875602721,1.7952142906188964,0.7034956383705139,1.4101436567306518,0.0874658192694187,1.5526475477218626,0.4140337973833084,1.7253342556953428,1.5912029075622558,0.9888199806213378,0.7643681609630584,1.1684517407417296,1.624432098865509,1.289196231365204,1.4231014490127563,1.6124459505081177,1.5718968772888182,1.1702936172485352,0.9601986742019653
2018-09-25 18:10:42,21250.7,14.757430555555556,1.5565622496604918,1.661376643180847,0.9006478047370912,1.1948888373374937,0.14296784788370132,1.595157389640808,0.5037294125556946,1.2676527643203737,1.7210973906517029,1.3560975742340087,1.4459176564216614,1.2764545965194702,1.4094892454147339,1.4128426551818847,1.946908465296997,1.7595064043998718,1.8173168087005613,2.23334490776062,1.12447003364563
2018-09-25 18:25:47,21265.783333333333,14.767905092592592,1.0068791556358336,0.7187266135215759,1.7080960188998044,0.7903853249549865,0.13827261477708816,0.7824344515800477,0.5414775156974793,1.3993629026412964,1.1521545457839966,1.5923249316215515,1.4185093641281128,0.6965757989883421,0.5582886028289795,1.8770446157455443,1.946908465296997,0.7843977415561676,1.2124735641479492,1.0844772100448608,0.41054874897003174
2018-09-25 18:40:56,21280.933333333334,14.778425925925927,0.939925762414932,1.077529468536377,0.8255530977249145,0.5758970856666564,0.0704104834794998,1.5834783887863157,0.3862535607814789,1.7766758489608763,2.7402070903778073,1.6069570755958555,2.00173778194268,0.8801225411891936,1.3125448203086851,1.7614892482757567,1.689275631904602,2.4114960622787476,1.4161914706230163,1.3439036726951599,0.5302599084377289
2018-09-25 18:55:20,21295.333333333332,14.788425925925925,1.310502586364746,1.3121571040153504,0.6949512004852295,0.9742150664329529,0.09197741940617561,1.4316094684600829,0.6070282387733459,1.1877155256271361,1.545013346672058,1.37773113489151,1.043502993583679,1.2319019603729247,0.9847032403945922,1.7399053287506103,1.946908465296997,1.9286859607696532,2.5978298234939574,2.055317463874817,1.1389380145072936
2018-09-25 19:10:10,21310.166666666668,14.798726851851853,1.6083688160685001,2.007030873298645,0.5168890190124512,0.5560006284713744,0.18631050944328306,1.1153468227386474,0.36197767436504363,1.0386498165130615,1.1064342784881591,0.8462359130382537,0.5155017566680908,0.7823101806640624,1.1698634314537049,0.920367156267166,1.1343730473518372,1.0872363829612732,3.041907660289031,2.588333911895752,0.5410843086242676
2018-09-25 19:25:09,21325.15,14.809131944444445,1.1333097410202027,2.527093114852905,0.632678472995758,1.5530163264274597,0.12547053933143615,2.3095856985646868,0.6702581548690796,0.5367824506759643,2.735228633880615,0.8151207840442657,1.3387101793289184,0.8806643915176393,0.6267107796669007,1.3403857636451721,1.946908465296997,1.709620428085327,1.641351432800293,1.3799516510963439,0.7142117357254028
2018-09-25 19:40:49,21340.816666666666,14.820011574074073,1.6083688160685001,0.7733795392513275,0.6908870708942413,0.540469229221344,0.06653706043958663,2.2297570753097533,0.9366507363319396,0.5486989557743073,1.1619462871551514,2.1031928826723005,1.5125973510742186,0.7456667327880859,1.2974287033081053,0.5469874572753906,1.2423429584503174,0.7217600452899933,0.9972317433357238,0.6744003880023955,1.6026292833931688
2018-09-25 19:55:26,21355.433333333334,14.830162037037038,0.9838393950462341,1.2795310020446777,1.6275821256637573,0.9116721141338348,0.1300262477993965,0.9171010947227477,0.8741366946697234,1.80511248588562,2.784629964828491,0.9958417916297913,0.9984764695167541,1.370332589149475,1.5304633402824401,2.357855232149772,1.946908465296997,1.9823091411590574,2.794452185630798,1.1132475519180298,0.6022783780097961
2018-09-25 20:10:12,21370.2,14.840416666666668,1.5595925998687743,0.4954643881320952,0.5451009821891785,1.588053889274597,0.21898417949676513,0.7103594493865967,0.3448072493076324,0.45058000802993775,3.4135732507705683,0.7642556560039521,0.6783932495117188,0.5152989900112152,0.38592635512351986,0.7459798753261566,0.8412726962566375,0.6596943426132201,2.614638781547546,2.1617897367477417,0.42189376473426815
2018-09-25 20:40:16,21400.266666666666,14.861296296296295,1.0706570291519164,1.7485955524444579,0.5710739398002624,0.452665748000145,0.23130151152610778,1.4211704874038695,0.41342081904411315,1.0110756802558898,2.0960326051712035,1.6436061263084412,1.1496609473228454,1.4034986279214434,1.2791047382354737,1.4571113395690918,1.9048817491531371,2.1003438758850095,1.829042761325836,2.0759652614593507,0.9887227153778075
